Absolute Magnitude,Relative Velocity km per sec,Miss Dist.(kilometers),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Eccentricity,Inclination,Asc Node Longitude,Perihelion Distance,Perihelion Arg,Perihelion Time,Mean Anomaly,Avg_Diameter_KM,Hazardous
-0.2310420851062895,-1.0771390355828445,1.1160750535155148,0.48182219430940054,-0.6317195498521524,-0.34104856243273257,0.2382155790118114,-0.6719545050964989,1.3771906552409994,-0.021172215698641285,-1.2238864116750623,0.4591902346668266,0.7783932092604152,-0.20941058168118876,1
-0.3348244830134291,0.5681461054496753,0.865921386913522,-0.16795499594470967,1.1586502592492043,0.32390179771384014,-0.17123417559398296,1.375315026449454,-0.3431924965512746,-0.3932670540236169,1.2478969943128138,0.07081791448195242,-0.06909298325013323,-0.15840556710695977,0
-0.6807658093705601,-0.8748917965903287,-1.4118427645251133,-1.142620781325875,-0.43484356215636594,-0.40326141508314095,-0.19022296200689684,-0.8354671232697911,0.8455726721179352,0.5677222203905206,0.6230110784883749,0.4155793346356316,1.0394042828122099,0.07278875846512274,1
1.7754176077650696,-0.38353895626392714,0.1957996235344432,0.8067107894364557,-0.850680956487192,0.02980467609372773,-0.9200015315905862,-0.5000383868857367,-1.113476629216475,0.7045241368553652,-1.5963407815215225,0.1845400622933334,-1.0459276188496651,-0.5298639678095484,0
-0.2310420851062895,-0.5663368420811987,1.0361591330127597,-0.8177321861988199,-0.5263251086667409,0.07909018273885643,-0.953978977335321,0.3127131977547757,-0.8475991403465329,0.6375294904040708,-0.24800058783646534,0.09145681603408011,-0.42818614567024665,-0.20941058168118876,1
-0.9229247378205516,-0.4335949474032794,0.932941211550406,-0.8177321861988199,2.1031366723185827,-0.2683322411530345,1.002479683152534,0.41645007566102005,0.06599162772334191,-0.9733519732568213,0.13732893597895426,0.29794148808092624,1.6100957583148836,0.3110882671600103,0
-0.9229247378205516,-0.4335952724794577,0.9329303902161233,-0.8177321861988199,2.1031366723185827,-0.2683322411530345,1.002479885878537,0.4164498688866094,0.06599164505519818,-0.9733522057519928,0.1373288461415379,0.29794144236933506,1.6100960171064544,0.3110882671600103,0
-1.0613012683634049,1.4331371159516,-0.8752688987269422,-1.142620781325875,0.1820585292844311,-0.10916429346302851,0.37241968635548356,1.949809460218428,-0.5770963336280184,-0.5473578237137791,1.0090868673945725,0.5447692820992667,0.052181568963328234,0.4860004778668934,0
-1.5456191252633877,0.4666436277000299,0.6962747791260334,-1.142620781325875,0.29941106024904707,0.26653669981541184,-0.8002799901649731,0.8085338562479428,-0.8903836484966418,0.24509596632390993,1.637555383571787,0.522735463422368,0.00994048380733174,1.4273918587416776,0
-0.26563621774200313,-0.14689194226501273,-0.7200612522966163,-1.142620781325875,-0.7244803029657486,1.2659821378485965,0.9356801919640566,-1.034678104517481,-1.6418181080400243,-1.7367188023583648,0.6747095918084132,0.1828801650275254,-0.5703456813083096,-0.19318558319215148,1
0.04571097597941435,1.1588096705654982,-0.3823375887237466,0.8067107894364557,-0.9082046623576884,1.5972453792338883,0.5168384175993544,0.8972829251477188,-0.5330523089656228,-1.597982974951316,0.35756046280681364,0.28412739349274235,-1.6337414592692714,-0.3155042812235836,0
1.2219114855936606,0.4530442958704204,1.1951863436199939,0.15693359918234542,-0.8910841709693018,0.053235490728297065,-0.9850571532862076,0.03387170424714814,-0.09900432432532535,0.7157772425342259,-1.642595817222188,0.21917097724034673,-1.2511189443685975,-0.5039193925622955,0
0.9451584245079556,-0.2540027697245065,0.7066907719042621,0.8067107894364557,-0.7036220363350402,1.0728799068947314,-0.3087631074896136,-0.46091110225385634,-1.4686959745449437,-0.7734740796871482,-0.5359222573697987,0.2241275363615171,-1.0641993377925467,-0.4817532769808201,0
-1.095895400999117,-0.4307039647026683,1.1927198130533163,-1.142620781325875,1.4584497704405435,-0.15683388185749744,-1.2925691968672317,0.721659276633295,-0.4814804306757831,1.2888778539579058,1.0994735589756282,0.26360497086638623,-1.543732581450611,0.534999189844207,0
-1.1996777989062568,3.515215881712494,0.30308801739910773,-1.142620781325875,0.22508417268005382,-1.4657276648920643,2.6522124576118786,-0.30646453358264,-0.08664393641341839,-2.222701787726315,0.14916918685827324,0.17594906032939636,-1.3364077055147716,0.6962912079364059,0
1.0143466897793816,1.5413867686923155,1.640770556181171,0.8067107894364557,-0.7790730751614097,1.4817072243117007,0.32770048444397265,0.5847016878066521,0.691978410383284,-1.4286075627814703,-1.3746965282054209,0.2089330996350398,-0.7866820313426635,-0.48808219949868975,0
-0.7845482072776997,-1.49220293424909,-0.12315370207527221,-1.142620781325875,1.7495551068827153,-1.0245819824618956,-0.0278221029447184,-0.7053718006756272,-0.5809559613511478,1.6752701872740334,-1.4456266062550276,0.046016081537209215,-0.9193130657074882,0.16560262723094565,0
-0.43860688092056865,0.8294106099763633,1.5180742330099268,-0.8177321861988199,0.17828957684221258,1.1415564325477798,0.38921062449528243,-0.4659460825715061,-0.5595024584192763,-1.3080551237241538,-1.7056659659880693,0.2548904954092635,-1.3489641494751974,-0.0998439748865221,0
0.011116843343701981,-0.7465932983397808,1.4026436104535225,-0.16795499594470967,-0.6247343065218343,0.25522527206079193,-0.6808211264334104,-0.7625746813945982,-1.387732537740904,0.20721815403278046,0.8471578409316377,0.04533738366586293,-0.014557694642928517,-0.30427932479497727,0
0.1494933738865539,-0.8298022684688364,-1.0255480234819383,0.15693359918234542,-0.32980131811365976,1.1819543888142785,-1.281163376772234,-0.6870953790222799,0.055197648591620234,-0.1570290592318098,-0.901343956199181,0.4349500850657134,0.21228943635814676,-0.34623784168386446,0
1.3256938835008003,-1.2773950386286965,-0.00884776463448853,0.48182219430940054,-0.7058681237734238,1.053488887886812,-1.1702193135888392,-0.13041074577775136,0.5510930932956537,-0.145614931187785,0.4214201444331052,0.3330040265276124,1.2404996441409757,-0.5103405434477593,0
-0.5769834114634206,-1.6189959561473461,1.1391754841975423,-0.4928435910717648,1.1241282940349964,-1.0528605518484446,0.13801450685741817,-0.8515864166564887,-0.28952020976284926,1.482935178846887,-1.4035643815137442,0.24332206890886549,-1.5448611107389087,-0.008048741886574156,0
-0.19644795247057714,1.981248280366998,-1.4284060546788184,-0.8177321861988199,-0.7691362425691134,0.8854333898181761,2.692814348099839,-0.8540209065574895,1.6523089047294623,-2.8676817964112833,1.3377360478740161,-4.3749820385122415,1.1425360062596215,-0.22490533486437855,1
